From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
Deuteronomy,5,31,183,6,Ephesians,49,6,1102,10
Proverbs,20,22,649,6,Ephesians,49,6,1102,4
Luke,42,18,990,1,Ephesians,49,6,1102,18
Romans,45,8,1053,26,Ephesians,49,6,1102,18
1 Corinthians,46,10,1071,13,Ephesians,49,6,1102,12
1 Corinthians,46,16,1077,13,Ephesians,49,6,1102,10
1 Corinthians,46,16,1077,13,Ephesians,49,6,1102,13
2 Corinthians,47,5,1082,10,Ephesians,49,6,1102,8
Ephesians,49,6,1102,11,Ephesians,49,6,1102,13
Philippians,50,4,1106,6,Ephesians,49,6,1102,18
Philippians,50,4,1106,13,Ephesians,49,6,1102,10
Colossians,51,3,1109,23,Ephesians,49,6,1102,6
1 Thessalonians,52,5,1115,17,Ephesians,49,6,1102,18
Hebrews,58,4,1136,12,Ephesians,49,6,1102,17
James,59,4,1149,7,Ephesians,49,6,1102,11
1 Peter,60,5,1155,8,Ephesians,49,6,1102,11
Jude,65,1,1166,20,Ephesians,49,6,1102,18
Deuteronomy,5,4,156,9,Psalm,19,78,555,3
Isaiah,23,44,722,3,Psalm,19,78,555,15
Matthew,40,13,941,35,Psalm,19,78,555,2
Deuteronomy,5,4,156,9,Proverbs,20,4,631,20
Deuteronomy,5,4,156,9,Proverbs,20,4,631,1
Job,18,22,457,28,Proverbs,20,4,631,18
Psalm,19,1,478,1,Proverbs,20,4,631,14
Psalm,19,32,509,8,Proverbs,20,4,631,1
Proverbs,20,4,631,23,Proverbs,20,4,631,7
Luke,42,6,978,45,Proverbs,20,4,631,23
Deuteronomy,5,4,156,9,Deuteronomy,5,29,181,29
Joshua,6,1,187,8,Deuteronomy,5,29,181,9
Mark,41,8,964,18,Deuteronomy,5,29,181,4
Romans,45,11,1056,8,Deuteronomy,5,29,181,4
Deuteronomy,5,4,156,9,Proverbs,20,23,650,26
Psalm,19,37,514,1,Proverbs,20,23,650,17
Proverbs,20,3,630,5,Proverbs,20,23,650,4
Proverbs,20,4,631,23,Proverbs,20,23,650,19
Deuteronomy,5,4,156,9,Revelation,66,3,1169,3
Matthew,40,24,952,35,Revelation,66,3,1169,14
Romans,45,8,1053,28,Revelation,66,3,1169,19
1 Corinthians,46,8,1069,3,Revelation,66,3,1169,8
Galatians,48,6,1096,9,Revelation,66,3,1169,12
Galatians,48,6,1096,9,Revelation,66,3,1169,5
Galatians,48,6,1096,9,Revelation,66,3,1169,21
Philippians,50,3,1105,14,Revelation,66,3,1169,21
Hebrews,58,3,1135,7,Revelation,66,3,1169,20
2 John,63,1,1164,8,Revelation,66,3,1169,11
Revelation,66,1,1167,4,Revelation,66,3,1169,1
Revelation,66,1,1167,5,Revelation,66,3,1169,14
Revelation,66,13,1179,8,Revelation,66,3,1169,5
Deuteronomy,5,4,156,9,Exodus,2,13,62,8
Deuteronomy,5,4,156,9,Exodus,2,13,62,14
Deuteronomy,5,4,156,9,Joshua,6,4,190,21
Deuteronomy,5,4,156,9,Psalm,19,71,548,18
Psalm,19,138,615,7,Psalm,19,71,548,20
Isaiah,23,44,722,2,Psalm,19,71,548,6
Isaiah,23,46,724,4,Psalm,19,71,548,18
Jeremiah,24,1,745,5,Psalm,19,71,548,5
Deuteronomy,5,4,156,29,2 Chronicles,14,15,381,4
1 Chronicles,13,28,365,9,2 Chronicles,14,15,381,2
2 Chronicles,14,20,386,17,2 Chronicles,14,15,381,2
Ezra,15,8,410,22,2 Chronicles,14,15,381,2
1 Corinthians,46,15,1076,58,2 Chronicles,14,15,381,7
James,59,4,1149,8,2 Chronicles,14,15,381,2
Deuteronomy,5,4,156,29,Isaiah,23,55,733,6
1 Samuel,9,7,242,3,Isaiah,23,55,733,7
1 Samuel,9,16,251,7,Isaiah,23,55,733,8
1 Chronicles,13,28,365,9,Isaiah,23,55,733,6
2 Chronicles,14,7,373,14,Isaiah,23,55,733,6
Psalm,19,36,513,8,Isaiah,23,55,733,1
Psalm,19,92,569,5,Isaiah,23,55,733,8
Isaiah,23,59,737,21,Isaiah,23,55,733,3
Jeremiah,24,29,773,11,Isaiah,23,55,733,8
Jeremiah,24,33,777,3,Isaiah,23,55,733,6
Matthew,40,7,935,13,Isaiah,23,55,733,7
Matthew,40,11,939,28,Isaiah,23,55,733,1
Matthew,40,24,952,35,Isaiah,23,55,733,11
Luke,42,11,983,9,Isaiah,23,55,733,6
John,43,7,1003,37,Isaiah,23,55,733,1
Hebrews,58,3,1135,7,Isaiah,23,55,733,3
Hebrews,58,4,1136,12,Isaiah,23,55,733,11
Deuteronomy,5,4,156,29,Jeremiah,24,29,773,12
1 Chronicles,13,28,365,9,Jeremiah,24,29,773,13
Isaiah,23,55,733,6,Jeremiah,24,29,773,12
Jeremiah,24,33,777,3,Jeremiah,24,29,773,12
Zephaniah,36,3,908,20,Jeremiah,24,29,773,14
Luke,42,11,983,9,Jeremiah,24,29,773,12
Hebrews,58,11,1143,6,Jeremiah,24,29,773,13
Deuteronomy,5,4,156,34,Deuteronomy,5,26,178,8
1 Peter,60,2,1152,9,Deuteronomy,5,26,178,18
Deuteronomy,5,6,158,5,Mark,41,12,968,30
1 Samuel,9,15,250,22,Mark,41,12,968,33
Psalm,19,110,587,1,Mark,41,12,968,35
Psalm,19,118,595,22,Mark,41,12,968,10
Isaiah,23,28,706,16,Mark,41,12,968,10
Luke,42,10,982,27,Mark,41,12,968,30
Luke,42,10,982,27,Mark,41,12,968,33
John,43,3,999,16,Mark,41,12,968,6
Romans,45,8,1053,28,Mark,41,12,968,30
2 Timothy,55,3,1127,16,Mark,41,12,968,24
Deuteronomy,5,6,158,5,Luke,42,10,982,27
Psalm,19,91,568,13,Luke,42,10,982,19
Matthew,40,9,937,37,Luke,42,10,982,2
Matthew,40,10,938,16,Luke,42,10,982,3
Matthew,40,11,939,27,Luke,42,10,982,22
Matthew,40,22,950,37,Luke,42,10,982,27
Mark,41,16,972,18,Luke,42,10,982,19
John,43,14,1010,12,Luke,42,10,982,17
Philippians,50,4,1106,6,Luke,42,10,982,41
2 Timothy,55,1,1125,7,Luke,42,10,982,19
Deuteronomy,5,6,158,5,Matthew,40,22,950,37
Psalm,19,110,587,1,Matthew,40,22,950,42
Luke,42,10,982,27,Matthew,40,22,950,37
Deuteronomy,5,6,158,5,Deuteronomy,5,4,156,29
Psalm,19,145,622,18,Deuteronomy,5,4,156,7
Proverbs,20,4,631,23,Deuteronomy,5,4,156,9
Isaiah,23,44,722,6,Deuteronomy,5,4,156,35
Isaiah,23,44,722,6,Deuteronomy,5,4,156,39
Jeremiah,24,29,773,13,Deuteronomy,5,4,156,29
Jeremiah,24,33,777,3,Deuteronomy,5,4,156,29
Jeremiah,24,33,777,3,Deuteronomy,5,4,156,7
Revelation,66,22,1188,18,Deuteronomy,5,4,156,2
Deuteronomy,5,6,158,5,Deuteronomy,5,10,162,12
Deuteronomy,5,30,182,6,Deuteronomy,5,10,162,16
Micah,33,6,898,8,Deuteronomy,5,10,162,12
Luke,42,10,982,27,Deuteronomy,5,10,162,12
1 Peter,60,2,1152,9,Deuteronomy,5,10,162,15
Deuteronomy,5,6,158,5,Deuteronomy,5,30,182,6
Joshua,6,1,187,8,Deuteronomy,5,30,182,14
Jeremiah,24,31,775,33,Deuteronomy,5,30,182,6
Ezekiel,26,36,837,26,Deuteronomy,5,30,182,6
Luke,42,10,982,27,Deuteronomy,5,30,182,6
Romans,45,10,1055,8,Deuteronomy,5,30,182,14
Hebrews,58,8,1140,10,Deuteronomy,5,30,182,6
Deuteronomy,5,6,158,5,1 John,62,5,1163,3
Psalm,19,37,514,4,1 John,62,5,1163,14
Isaiah,23,45,723,17,1 John,62,5,1163,11
Matthew,40,11,939,27,1 John,62,5,1163,19
Mark,41,11,967,24,1 John,62,5,1163,14
Mark,41,16,972,16,1 John,62,5,1163,10
Luke,42,11,983,9,1 John,62,5,1163,14
John,43,1,997,1,1 John,62,5,1163,7
John,43,3,999,3,1 John,62,5,1163,1
John,43,14,1010,6,1 John,62,5,1163,20
John,43,14,1010,6,1 John,62,5,1163,11
John,43,14,1010,13,1 John,62,5,1163,14
John,43,14,1010,15,1 John,62,5,1163,2
John,43,14,1010,21,1 John,62,5,1163,3
John,43,15,1011,7,1 John,62,5,1163,14
John,43,17,1013,3,1 John,62,5,1163,20
John,43,17,1013,3,1 John,62,5,1163,11
Romans,45,8,1053,28,1 John,62,5,1163,2
Romans,45,12,1057,2,1 John,62,5,1163,19
1 John,62,3,1161,9,1 John,62,5,1163,18
1 John,62,4,1162,4,1 John,62,5,1163,4
1 John,62,4,1162,9,1 John,62,5,1163,11
2 John,63,1,1164,6,1 John,62,5,1163,3
Deuteronomy,5,6,158,16,Luke,42,4,976,12
1 Samuel,9,7,242,3,Luke,42,4,976,8
Psalm,19,91,568,11,Luke,42,4,976,10
Isaiah,23,61,739,1,Luke,42,4,976,18
Matthew,40,4,932,4,Luke,42,4,976,4
Matthew,40,11,939,5,Luke,42,4,976,18
Deuteronomy,5,8,160,18,Proverbs,20,10,637,22
Proverbs,20,18,645,21,Proverbs,20,10,637,19
Proverbs,20,18,645,21,Proverbs,20,10,637,31
John,43,15,1011,7,Proverbs,20,10,637,24
James,59,1,1146,19,Proverbs,20,10,637,19
1 Peter,60,4,1154,8,Proverbs,20,10,637,12
Deuteronomy,5,8,160,18,Hosea,28,2,863,8
Jeremiah,24,29,773,11,Hosea,28,2,863,14
2 Corinthians,47,6,1083,16,Hosea,28,2,863,23
Deuteronomy,5,8,160,18,Psalm,19,127,604,1
Deuteronomy,5,8,160,18,Psalm,19,144,621,1
2 Samuel,10,22,288,17,Psalm,19,144,621,7
Psalm,19,8,485,4,Psalm,19,144,621,3
Isaiah,23,41,719,10,Psalm,19,144,621,11
Isaiah,23,41,719,10,Psalm,19,144,621,8
Deuteronomy,5,16,168,16,Haggai,37,1,909,9
Matthew,40,6,934,33,Haggai,37,1,909,2
Deuteronomy,5,16,168,16,Matthew,40,2,930,11
Micah,33,5,897,2,Matthew,40,2,930,6
Deuteronomy,5,16,168,16,Exodus,2,23,72,14
Joshua,6,23,209,10,Exodus,2,23,72,27
Deuteronomy,5,18,170,15,Acts,44,7,1024,37
Luke,42,23,995,46,Acts,44,7,1024,59
Deuteronomy,5,29,181,29,Acts,44,1,1018,7
Matthew,40,3,931,11,Acts,44,1,1018,5
Matthew,40,24,952,36,Acts,44,1,1018,7
Mark,41,3,959,18,Acts,44,1,1018,13
Acts,44,1,1018,8,Acts,44,1,1018,5
2 Timothy,55,1,1125,7,Acts,44,1,1018,8
Deuteronomy,5,30,182,6,Ezekiel,26,36,837,26
Psalm,19,51,528,10,Ezekiel,26,36,837,25
Isaiah,23,43,721,25,Ezekiel,26,36,837,22
Isaiah,23,43,721,25,Ezekiel,26,36,837,32
Isaiah,23,59,737,21,Ezekiel,26,36,837,25
Jeremiah,24,29,773,11,Ezekiel,26,36,837,1
Jeremiah,24,31,775,33,Ezekiel,26,36,837,25
Ezekiel,26,11,812,19,Ezekiel,26,36,837,26
Romans,45,12,1057,2,Ezekiel,26,36,837,26
1 Corinthians,46,3,1064,16,Ezekiel,26,36,837,27
2 Corinthians,47,5,1082,17,Ezekiel,26,36,837,26
2 Corinthians,47,6,1083,16,Ezekiel,26,36,837,28
Hebrews,58,8,1140,10,Ezekiel,26,36,837,26
Hebrews,58,10,1142,22,Ezekiel,26,36,837,25
Deuteronomy,5,31,183,6,1 Chronicles,13,28,365,20
1 Samuel,9,16,251,7,1 Chronicles,13,28,365,9
1 Corinthians,46,16,1077,13,1 Chronicles,13,28,365,10
Hebrews,58,11,1143,6,1 Chronicles,13,28,365,9
Hebrews,58,13,1145,5,1 Chronicles,13,28,365,20
Deuteronomy,5,31,183,6,Joshua,6,10,196,25
Joshua,6,23,209,10,Joshua,6,10,196,42
Romans,45,8,1053,31,Joshua,6,10,196,42
Deuteronomy,5,31,183,6,Luke,42,12,984,32
Psalm,19,55,532,22,Luke,42,12,984,22
Proverbs,20,16,643,3,Luke,42,12,984,22
Matthew,40,6,934,33,Luke,42,12,984,31
Luke,42,9,981,26,Luke,42,12,984,8
Romans,45,10,1055,9,Luke,42,12,984,8
Ephesians,49,6,1102,14,Luke,42,12,984,35
Philippians,50,4,1106,6,Luke,42,12,984,29
Philippians,50,4,1106,6,Luke,42,12,984,22
Colossians,51,3,1109,1,Luke,42,12,984,33
Hebrews,58,11,1143,6,Luke,42,12,984,31
Hebrews,58,13,1145,6,Luke,42,12,984,4
1 Peter,60,5,1155,7,Luke,42,12,984,30
1 Peter,60,5,1155,7,Luke,42,12,984,22
1 Peter,60,5,1155,7,Luke,42,12,984,11
Deuteronomy,5,31,183,6,2 Timothy,55,2,1126,1
Psalm,19,1,478,6,2 Timothy,55,2,1126,19
Isaiah,23,61,739,1,2 Timothy,55,2,1126,25
Nahum,34,1,900,7,2 Timothy,55,2,1126,19
Matthew,40,25,953,21,2 Timothy,55,2,1126,12
Luke,42,9,981,26,2 Timothy,55,2,1126,12
Romans,45,8,1053,29,2 Timothy,55,2,1126,19
1 Corinthians,46,16,1077,13,2 Timothy,55,2,1126,3
1 Timothy,54,4,1122,12,2 Timothy,55,2,1126,22
1 Timothy,54,4,1122,12,2 Timothy,55,2,1126,15
1 Timothy,54,6,1124,11,2 Timothy,55,2,1126,22
2 Timothy,55,3,1127,16,2 Timothy,55,2,1126,25
1 Peter,60,3,1153,15,2 Timothy,55,2,1126,25
Deuteronomy,5,31,183,6,Psalm,19,27,504,14
Deuteronomy,5,31,183,6,Psalm,19,27,504,1
Joshua,6,1,187,9,Psalm,19,27,504,1
Psalm,19,3,480,3,Psalm,19,27,504,6
Psalm,19,23,500,6,Psalm,19,27,504,4
Psalm,19,25,502,3,Psalm,19,27,504,14
Psalm,19,34,511,4,Psalm,19,27,504,1
Psalm,19,55,532,22,Psalm,19,27,504,14
Psalm,19,84,561,10,Psalm,19,27,504,4
Psalm,19,91,568,1,Psalm,19,27,504,5
Proverbs,20,20,647,22,Psalm,19,27,504,14
Isaiah,23,12,690,2,Psalm,19,27,504,1
Isaiah,23,40,718,31,Psalm,19,27,504,13
Isaiah,23,41,719,10,Psalm,19,27,504,1
Habakkuk,35,2,904,3,Psalm,19,27,504,14
Luke,42,11,983,9,Psalm,19,27,504,8
Luke,42,11,983,9,Psalm,19,27,504,4
Romans,45,8,1053,31,Psalm,19,27,504,1
1 Corinthians,46,16,1077,13,Psalm,19,27,504,14
Hebrews,58,11,1143,1,Psalm,19,27,504,13
Hebrews,58,13,1145,6,Psalm,19,27,504,1
Hebrews,58,13,1145,6,Psalm,19,27,504,9
1 Peter,60,5,1155,7,Psalm,19,27,504,13
Deuteronomy,5,31,183,6,1 Chronicles,13,22,359,13
Colossians,51,3,1109,2,1 Chronicles,13,22,359,19
Deuteronomy,5,31,183,8,Exodus,2,33,82,14
Romans,45,8,1053,29,Exodus,2,33,82,12
Romans,45,8,1053,29,Exodus,2,33,82,17
1 Corinthians,46,8,1069,3,Exodus,2,33,82,17
Deuteronomy,5,32,184,21,Romans,45,10,1055,19
Isaiah,23,28,706,16,Romans,45,10,1055,11
Isaiah,23,45,723,17,Romans,45,10,1055,11
Isaiah,23,55,733,11,Romans,45,10,1055,17
Jeremiah,24,33,777,3,Romans,45,10,1055,12
Nahum,34,1,900,15,Romans,45,10,1055,15
Mark,41,16,972,16,Romans,45,10,1055,9
Acts,44,1,1018,8,Romans,45,10,1055,18
Romans,45,9,1054,33,Romans,45,10,1055,11
Ephesians,49,2,1098,8,Romans,45,10,1055,9
Ephesians,49,6,1102,15,Romans,45,10,1055,15
Deuteronomy,5,32,184,39,Hosea,28,6,867,1
1 Samuel,9,15,250,22,Hosea,28,6,867,6
Isaiah,23,58,736,8,Hosea,28,6,867,2
Isaiah,23,61,739,1,Hosea,28,6,867,1
Matthew,40,9,937,13,Hosea,28,6,867,6
Joshua,6,1,187,3,Joshua,6,14,200,9
Joshua,6,1,187,8,Psalm,19,19,496,14
Psalm,19,23,500,3,Psalm,19,19,496,7
Psalm,19,119,596,130,Psalm,19,19,496,7
Jeremiah,24,15,759,16,Psalm,19,19,496,10
Matthew,40,24,952,35,Psalm,19,19,496,7
Romans,45,1,1046,20,Psalm,19,19,496,1
Romans,45,12,1057,1,Psalm,19,19,496,14
Romans,45,12,1057,2,Psalm,19,19,496,7
2 Timothy,55,3,1127,16,Psalm,19,19,496,7
Joshua,6,1,187,8,Luke,42,11,983,28
Psalm,19,1,478,1,Luke,42,11,983,28
Psalm,19,34,511,4,Luke,42,11,983,9
Jeremiah,24,33,777,3,Luke,42,11,983,9
Jonah,32,1,889,1,Luke,42,11,983,32
Jonah,32,3,891,5,Luke,42,11,983,32
Mark,41,11,967,24,Luke,42,11,983,9
Joshua,6,1,187,8,John,43,14,1010,21
Proverbs,20,8,635,17,John,43,14,1010,21
Isaiah,23,26,704,3,John,43,14,1010,27
Matthew,40,7,935,7,John,43,14,1010,13
Matthew,40,11,939,27,John,43,14,1010,6
Mark,41,11,967,23,John,43,14,1010,13
Mark,41,11,967,24,John,43,14,1010,13
Luke,42,11,983,9,John,43,14,1010,13
John,43,14,1010,6,John,43,14,1010,19
John,43,14,1010,15,John,43,14,1010,21
John,43,14,1010,16,John,43,14,1010,26
John,43,14,1010,21,John,43,14,1010,15
John,43,14,1010,23,John,43,14,1010,21
John,43,14,1010,26,John,43,14,1010,16
John,43,15,1011,7,John,43,14,1010,13
John,43,15,1011,10,John,43,14,1010,15
John,43,15,1011,26,John,43,14,1010,26
John,43,16,1012,13,John,43,14,1010,26
John,43,16,1012,13,John,43,14,1010,17
John,43,16,1012,33,John,43,14,1010,27
Acts,44,4,1021,12,John,43,14,1010,6
Philippians,50,4,1106,7,John,43,14,1010,27
Colossians,51,1,1107,15,John,43,14,1010,9
Colossians,51,1,1107,27,John,43,14,1010,20
2 Timothy,55,1,1125,7,John,43,14,1010,27
1 John,62,2,1160,3,John,43,14,1010,15
1 John,62,5,1163,14,John,43,14,1010,13
Revelation,66,3,1169,20,John,43,14,1010,21
Joshua,6,1,187,8,Matthew,40,7,935,24
Joshua,6,1,187,8,Matthew,40,7,935,21
1 Chronicles,13,28,365,9,Matthew,40,7,935,7
Psalm,19,1,478,1,Matthew,40,7,935,13
Psalm,19,34,511,4,Matthew,40,7,935,7
Proverbs,20,14,641,12,Matthew,40,7,935,13
Matthew,40,7,935,1,Matthew,40,7,935,5
Mark,41,11,967,24,Matthew,40,7,935,7
Luke,42,6,978,38,Matthew,40,7,935,2
Luke,42,11,983,9,Matthew,40,7,935,7
Luke,42,11,983,13,Matthew,40,7,935,11
Luke,42,11,983,28,Matthew,40,7,935,21
John,43,14,1010,13,Matthew,40,7,935,7
John,43,15,1011,7,Matthew,40,7,935,7
Philippians,50,4,1106,6,Matthew,40,7,935,7
James,59,1,1146,17,Matthew,40,7,935,11
Joshua,6,1,187,8,Proverbs,20,2,629,1
1 Chronicles,13,28,365,9,Proverbs,20,2,629,1
Psalm,19,84,561,11,Proverbs,20,2,629,7
Matthew,40,6,934,33,Proverbs,20,2,629,1
Ephesians,49,1,1097,17,Proverbs,20,2,629,5
2 Timothy,55,1,1125,7,Proverbs,20,2,629,7
James,59,1,1146,5,Proverbs,20,2,629,3
Joshua,6,1,187,8,John,43,13,1009,17
Matthew,40,11,939,27,John,43,13,1009,3
Luke,42,11,983,28,John,43,13,1009,17
John,43,7,1003,6,John,43,13,1009,1
John,43,14,1010,2,John,43,13,1009,36
John,43,17,1013,1,John,43,13,1009,31
Galatians,48,6,1096,2,John,43,13,1009,34
James,59,1,1146,22,John,43,13,1009,17
Joshua,6,1,187,8,Psalm,19,1,478,1
Psalm,19,1,478,1,Psalm,19,1,478,6
Luke,42,11,983,28,Psalm,19,1,478,1
Galatians,48,5,1095,22,Psalm,19,1,478,3
Joshua,6,1,187,8,Psalm,19,37,514,30
Psalm,19,27,504,14,Psalm,19,37,514,34
Psalm,19,55,532,22,Psalm,19,37,514,5
Psalm,19,55,532,22,Psalm,19,37,514,24
Proverbs,20,3,630,5,Psalm,19,37,514,5
Proverbs,20,3,630,5,Psalm,19,37,514,3
Proverbs,20,3,630,5,Psalm,19,37,514,7
Proverbs,20,16,643,3,Psalm,19,37,514,4
Proverbs,20,16,643,9,Psalm,19,37,514,23
Proverbs,20,20,647,22,Psalm,19,37,514,34
Proverbs,20,24,651,16,Psalm,19,37,514,24
Isaiah,23,40,718,31,Psalm,19,37,514,34
Isaiah,23,41,719,10,Psalm,19,37,514,24
Isaiah,23,41,719,10,Psalm,19,37,514,17
Isaiah,23,58,736,8,Psalm,19,37,514,6
Jeremiah,24,31,775,33,Psalm,19,37,514,31
Matthew,40,5,933,5,Psalm,19,37,514,11
Matthew,40,6,934,33,Psalm,19,37,514,18
Matthew,40,6,934,33,Psalm,19,37,514,25
Matthew,40,6,934,33,Psalm,19,37,514,3
Mark,41,11,967,23,Psalm,19,37,514,4
John,43,15,1011,7,Psalm,19,37,514,4
1 Peter,60,5,1155,7,Psalm,19,37,514,5
Joshua,6,1,187,8,Matthew,40,28,956,20
2 Chronicles,14,20,386,17,Matthew,40,28,956,20
Isaiah,23,9,687,6,Matthew,40,28,956,18
Matthew,40,11,939,27,Matthew,40,28,956,18
Mark,41,16,972,15,Matthew,40,28,956,19
Mark,41,16,972,16,Matthew,40,28,956,19
Acts,44,1,1018,8,Matthew,40,28,956,19
Hebrews,58,1,1133,2,Matthew,40,28,956,18
Joshua,6,1,187,8,Matthew,40,12,940,35
1 Samuel,9,15,250,22,Matthew,40,12,940,7
Proverbs,20,4,631,23,Matthew,40,12,940,34
Proverbs,20,18,645,21,Matthew,40,12,940,35
Isaiah,23,44,722,3,Matthew,40,12,940,43
Hosea,28,6,867,6,Matthew,40,12,940,7
Jonah,32,1,889,17,Matthew,40,12,940,40
Matthew,40,9,937,13,Matthew,40,12,940,7
Luke,42,11,983,28,Matthew,40,12,940,48
James,59,1,1146,22,Matthew,40,12,940,50
Joshua,6,1,187,8,1 Timothy,54,4,1122,14
Matthew,40,6,934,33,1 Timothy,54,4,1122,8
Matthew,40,16,944,16,1 Timothy,54,4,1122,10
Philippians,50,4,1106,8,1 Timothy,54,4,1122,12
Joshua,6,1,187,9,Genesis,1,28,27,15
Joshua,6,1,187,9,Psalm,19,46,523,7
Joshua,6,23,209,10,Psalm,19,46,523,7
Psalm,19,23,500,4,Psalm,19,46,523,1
Psalm,19,34,511,4,Psalm,19,46,523,2
Psalm,19,36,513,8,Psalm,19,46,523,4
Psalm,19,46,523,1,Psalm,19,46,523,11
Isaiah,23,41,719,10,Psalm,19,46,523,11
Isaiah,23,41,719,10,Psalm,19,46,523,1
Isaiah,23,41,719,10,Psalm,19,46,523,7
Romans,45,8,1053,28,Psalm,19,46,523,1
Romans,45,8,1053,31,Psalm,19,46,523,7
Romans,45,8,1053,31,Psalm,19,46,523,1
Romans,45,8,1053,31,Psalm,19,46,523,11
Joshua,6,23,209,10,Psalm,19,35,512,1
Joshua,6,23,209,10,Exodus,2,14,63,14
2 Chronicles,14,20,386,17,Exodus,2,14,63,13
Isaiah,23,58,736,8,Exodus,2,14,63,19
Joshua,6,23,209,10,1 Samuel,9,14,249,6
Joshua,6,23,209,10,1 Samuel,9,14,249,12
Joshua,6,23,209,10,Psalm,19,44,521,4
Joshua,6,23,209,10,Judges,7,15,225,15
Joshua,6,23,209,10,Judges,7,7,217,19
Joshua,6,23,209,10,2 Samuel,10,23,289,8
2 Timothy,55,3,1127,16,2 Samuel,10,23,289,2
Hebrews,58,3,1135,7,2 Samuel,10,23,289,2
Joshua,6,23,209,10,Judges,7,3,213,31
Joshua,6,24,210,15,1 Kings,11,18,308,21
Joshua,6,24,210,15,Ruth,8,1,232,15
1 Corinthians,46,15,1076,58,Ruth,8,1,232,18
Judges,7,1,211,16,Numbers,4,10,126,29
Judges,7,2,212,3,Numbers,4,33,149,55
Judges,7,5,215,5,Exodus,2,19,68,18
Isaiah,23,40,718,31,Exodus,2,19,68,4
1 Peter,60,2,1152,9,Exodus,2,19,68,5
Judges,7,5,215,18,Judges,7,4,214,10
Judges,7,15,225,2,Judges,7,14,224,20
Ruth,8,1,232,11,Deuteronomy,5,25,177,5
1 Timothy,54,5,1123,18,Deuteronomy,5,25,177,4
Ruth,8,2,233,2,Leviticus,3,23,112,22
Ruth,8,2,233,4,2 Thessalonians,53,3,1118,16
John,43,14,1010,27,2 Thessalonians,53,3,1118,16
1 Corinthians,46,1,1062,9,2 Thessalonians,53,3,1118,3
Galatians,48,6,1096,9,2 Thessalonians,53,3,1118,13
1 Thessalonians,52,5,1115,24,2 Thessalonians,53,3,1118,3
1 Peter,60,5,1155,10,2 Thessalonians,53,3,1118,3
Ruth,8,2,233,12,Psalm,19,36,513,7
Psalm,19,1,478,1,Psalm,19,36,513,4
Psalm,19,31,508,19,Psalm,19,36,513,7
Psalm,19,91,568,1,Psalm,19,36,513,7
Ruth,8,2,233,12,Psalm,19,91,568,4
Psalm,19,46,523,1,Psalm,19,91,568,1
Psalm,19,119,596,114,Psalm,19,91,568,1
Psalm,19,124,601,7,Psalm,19,91,568,3
Jeremiah,24,33,777,3,Psalm,19,91,568,15
Luke,42,10,982,19,Psalm,19,91,568,13
1 Samuel,9,7,242,3,Deuteronomy,5,13,165,4
1 Samuel,9,7,242,3,Matthew,40,4,932,10
Isaiah,23,9,687,2,Matthew,40,4,932,16
Matthew,40,3,931,2,Matthew,40,4,932,17
1 Samuel,9,15,250,22,Psalm,19,51,528,16
Psalm,19,23,500,3,Psalm,19,51,528,10
Psalm,19,34,511,18,Psalm,19,51,528,17
Isaiah,23,1,679,18,Psalm,19,51,528,7
Isaiah,23,43,721,25,Psalm,19,51,528,9
Isaiah,23,61,739,1,Psalm,19,51,528,17
Ezekiel,26,11,812,19,Psalm,19,51,528,10
Ezekiel,26,36,837,26,Psalm,19,51,528,10
Matthew,40,5,933,8,Psalm,19,51,528,10
Romans,45,3,1048,4,Psalm,19,51,528,4
Romans,45,12,1057,2,Psalm,19,51,528,10
2 Corinthians,47,5,1082,17,Psalm,19,51,528,10
Philippians,50,4,1106,6,Psalm,19,51,528,15
1 Samuel,9,15,250,22,Matthew,40,9,937,13
Hosea,28,6,867,6,Matthew,40,9,937,13
Luke,42,7,979,50,Matthew,40,9,937,22
John,43,3,999,16,Matthew,40,9,937,13
1 Samuel,9,15,250,22,Proverbs,20,21,648,3
Psalm,19,127,604,1,Proverbs,20,21,648,30
Proverbs,20,16,643,2,Proverbs,20,21,648,2
Matthew,40,9,937,13,Proverbs,20,21,648,3
James,59,1,1146,19,Proverbs,20,21,648,23
1 Samuel,9,15,250,22,Amos,30,5,883,21
Isaiah,23,55,733,6,Amos,30,5,883,6
Amos,30,4,882,13,Amos,30,5,883,8
1 Samuel,9,15,250,22,Micah,33,6,898,6
Matthew,40,9,937,13,Micah,33,6,898,6
Matthew,40,11,939,28,Micah,33,6,898,6
1 Samuel,9,15,250,22,Jeremiah,24,7,751,22
Matthew,40,21,949,13,Jeremiah,24,7,751,11
Mark,41,11,967,17,Jeremiah,24,7,751,11
1 Samuel,9,15,250,22,Psalm,19,40,517,6
Psalm,19,25,502,3,Psalm,19,40,517,1
Psalm,19,92,569,5,Psalm,19,40,517,5
Psalm,19,118,595,8,Psalm,19,40,517,4
Isaiah,23,40,718,31,Psalm,19,40,517,1
Jeremiah,24,29,773,11,Psalm,19,40,517,5
Jeremiah,24,31,775,33,Psalm,19,40,517,8
Romans,45,1,1046,16,Psalm,19,40,517,9
Hebrews,58,10,1142,5,Psalm,19,40,517,6
Hebrews,58,13,1145,6,Psalm,19,40,517,17
1 Samuel,9,15,250,22,Hebrews,58,10,1142,4
